"Stock Symbol","Date","Open Price","Close Price","Current Price","Price Change Rate","Price Change","High Price","Low Price","Volume"
"007810",,"10720","N/A","10610","-0.84","90","10890","10600","60295"
"425290",,"2125","N/A","2105","-0.71","15","2125","2105","11837"
"347770",,"2450","N/A","2350","-4.08","100","2450","2350","26073"
"011080",,"685","N/A","650","-3.7","25","685","640","274559"
"067080",,"18160","N/A","19500","4.78","890","19500","18160","952176"
"038540",,"1660","N/A","1651","-0.54","9","1700","1650","97723"
"064800",,"1520","N/A","1398","-8.81","135","1520","1392","1292150"
"222670",,"6690","N/A","6280","-5.85","390","6690","6280","1439"
"007820",,"5200","N/A","5030","-4.19","220","5350","4955","293749"
"455910",,"2135","N/A","2130","-0.47","10","2135","2090","6481"
"004310",,"4440","N/A","4225","-5.8","260","4460","4215","387495"
"027410",,"3590","N/A","3585","-0.14","5","3600","3570","28518"
"121800",,"3320","N/A","3320","0.0","0","3320","3320","0"
"452400",,"14260","N/A","13740","-1.58","220","14930","13740","526431"
"00781K",,"5950","N/A","5900","-0.84","50","5950","5900","318"
"003460",,"2255","N/A","2280","1.33","30","2295","2250","10697"
"006910",,"3115","N/A","3045","-2.87","90","3150","3035","529551"
"072020",,"10490","N/A","10450","-0.48","50","10550","10410","27981"
"260970",,"33350","N/A","33150","0.3","100","36000","32800","58465"
"009190",,"1789","N/A","1786","0.79","14","1832","1740","624127"
"039840",,"16270","N/A","16400","1.05","170","16400","16100","51044"
"106240",,"1139","N/A","1124","-1.32","15","1146","1119","18428"
"035000",,"6430","N/A","6430","0.31","20","6430","6410","8527"
"038500",,"3005","N/A","3045","1.16","35","3070","3005","92992"
"460470",,"5870","N/A","5950","1.54","90","5950","5790","160288"
"016710",,"8010","N/A","7970","-0.5","40","8020","7910","7894"
"001230",,"8240","N/A","8070","-2.06","170","8330","8070","29080"
"177830",,"3115","N/A","3120","-0.64","20","3155","3110","17513"
"365900",,"3675","N/A","3510","-3.57","130","3680","3510","6389"
"001210",,"921","N/A","926","0.98","9","991","893","890062"
"446150",,"2040","N/A","2045","0.25","5","2045","2030","227803"
"004720",,"4905","N/A","4790","-2.34","115","4920","4780","43391"
"161000",,"11620","N/A","11560","-0.52","60","11720","11500","130721"
"010170",,"1003","N/A","1006","0.3","3","1020","988","133849"
"308170",,"5760","N/A","5850","0.69","40","5850","5700","3602"
"015860",,"3765","N/A","3805","0.13","5","3820","3760","28602"
"014530",,"3905","N/A","3850","-0.9","35","3925","3845","275479"
"382480",,"2565","N/A","2550","-0.58","15","2585","2450","146146"
"079900",,"16740","N/A","16130","-2.42","400","17000","16120","261106"
"058110",,"2585","N/A","2505","-3.09","80","2625","2500","84285"
"084010",,"13510","N/A","13730","0.66","90","13750","13510","13535"
"086670",,"9560","N/A","9500","-0.11","10","9560","9410","1891"
"009180",,"2350","N/A","2345","-0.85","20","2370","2340","70136"
"000370",,"5040","N/A","5070","0.8","40","5090","5020","198323"
"347740",,"2595","N/A","2580","-1.53","40","2665","2565","66849"
"027830",,"1493","N/A","1569","5.73","85","1642","1484","5948786"
"048770",,"2755","N/A","2740","-1.26","35","2790","2730","5192"
"099520",,"1284","N/A","1284","0.0","0","1284","1284","0"
"016740",,"3425","N/A","3495","0.58","20","3505","3425","102739"
"259960",,"327500","N/A","331500","2.16","7000","334000","324500","74056"
"291650",,"2420","N/A","2970","23.49","565","3125","2395","15521746"
"035460",,"1723","N/A","1715","0.65","11","1723","1706","23870"
"403490",,"1895","N/A","1859","-1.38","26","1906","1854","209075"
"104040",,"1000","N/A","995","-0.4","4","1000","985","67385"
"090710",,"1297","N/A","1352","4.24","55","1426","1297","3854289"
"015890",,"5250","N/A","5290","0.19","10","5300","5240","11555"
"411080",,"8840","N/A","8700","-3.76","340","8930","8550","487529"
"160190",,"9300","N/A","9390","0.64","60","9730","9250","224107"
"121850",,"978","N/A","946","-3.96","39","1012","940","106075"
"288490",,"65","N/A","62","1.64","1","65","57","5763"
"001250",,"3740","N/A","3685","-1.6","60","3800","3660","1762117"
"002100",,"9180","N/A","9150","-0.11","10","9180","9110","7173"
"439410",,"2065","N/A","2070","-0.24","5","2070","2065","26194"
"115180",,"4640","N/A","4865","6.34","290","4940","4550","547080"
"152550",,"391","N/A","390","0.0","0","394","388","1109821"
"023000",,"2565","N/A","2585","0.58","15","2600","2550","9785"
"049630",,"621","N/A","620","-0.16","1","629","618","113867"
"234690",,"12100","N/A","12460","1.96","240","12900","12060","1117958"
"046120",,"2340","N/A","2340","0.0","0","2355","2295","78942"
"043090",,"562","N/A","565","0.53","3","580","532","1160533"
"109740",,"5170","N/A","5240","1.35","70","5350","5160","18901"
"006920",,"2760","N/A","2680","-2.72","75","2780","2675","59226"
"098660",,"3195","N/A","3140","-2.64","85","3240","3015","101737"
"461300",,"16500","N/A","16100","1.26","200","17400","15990","512253"
"039830",,"5530","N/A","5520","0.18","10","5530","5400","4230"
"011040",,"6210","N/A","6210","-0.16","10","6270","6210","8113"
"311320",,"7410","N/A","7410","0.54","40","7480","7370","4998"
"337930",,"10060","N/A","10500","3.24","330","10530","9960","830671"
"434190",,"5400","N/A","5600","3.7","200","5760","5150","23"
"142760",,"1551","N/A","1561","0.26","4","1568","1550","39839"
"282720",,"10800","N/A","10730","-1.38","150","10890","10590","66580"
"033290",,"2755","N/A","2600","-6.81","190","2850","2545","1535864"
"361570",,"2385","N/A","2355","-0.21","5","2410","2355","37351"
"000390",,"7770","N/A","7470","-2.99","230","7770","7470","88984"
"214610",,"1641","N/A","1619","-1.34","22","1670","1615","482001"
"403870",,"30950","N/A","33200","8.32","2550","33600","30950","1461414"
"113810",,"900","N/A","894","0.9","8","900","851","71788"
"448780",,"2375","N/A","2365","14.25","295","2375","2160","13"
"093320",,"79000","N/A","78500","0.13","100","79000","77800","6564"
"237750",,"4810","N/A","4810","0.94","45","4815","4750","4130"
"399720",,"42300","N/A","43800","3.79","1600","45050","42300","146576"
"031510",,"1367","N/A","1363","-0.44","6","1367","1341","24287"
"305090",,"15310","N/A","15380","0.46","70","15450","14990","207006"
"016360",,"44550","N/A","45200","2.38","1050","45200","44400","208774"
"095500",,"12070","N/A","11710","-3.3","400","12330","11690","202531"
"18064K",,"24800","N/A","25200","0.8","200","25550","24550","1720"
"053300",,"4015","N/A","3980","-1.12","45","4025","3955","87636"
"054630",,"158","N/A","158","0.0","0","158","158","0"
"312610",,"1705","N/A","1658","-2.76","47","1722","1640","19666"
"227950",,"441","N/A","447","1.59","7","461","439","353864"
"004380",,"9600","N/A","9610","0.1","10","9830","9590","24296"
"082660",,"480","N/A","480","0.0","0","480","480","0"
"334890",,"5170","N/A","5200","-0.19","10","5210","5160","55640"
"200470",,"3000","N/A","3000","-0.33","10","3090","2990","165463"
"331380",,"3535","N/A","3785","-0.13","5","3840","3400","467250"
"110790",,"6610","N/A","6610","0.3","20","6620","6450","8648"
"044820",,"8830","N/A","8780","0.46","40","8830","8670","1690"
"080000",,"1861","N/A","1859","-0.11","2","1884","1849","50683"
"059090",,"9810","N/A","10300","5.32","520","10490","9810","365655"
"412350",,"5920","N/A","5990","1.18","70","6080","5850","27209"
"341170",,"2485","N/A","2485","-0.4","10","2485","2485","0"
"072870",,"11250","N/A","11200","0.0","0","11250","11160","4355"
"178320",,"30000","N/A","29550","-0.67","200","30600","29550","342120"
"039490",,"133600","N/A","132000","-0.6","800","134800","131300","35940"
"092460",,"6720","N/A","6490","-3.42","230","6780","6490","11932"
"482680",,"1986","N/A","1986","0.0","0","1990","1985","35498"
"039010",,"5900","N/A","5950","0.0","0","5980","5900","7859"
"015020",,"663","N/A","657","-0.9","6","679","651","195718"
"023900",,"10110","N/A","10290","0.98","100","10360","10110","13663"
"032850",,"5110","N/A","5070","-1.17","60","5160","5070","46474"
"143240",,"17180","N/A","16740","-1.41","240","17180","16740","3550"
"054620",,"5480","N/A","5460","-0.36","20","5510","5390","8543"
"257370",,"8160","N/A","6830","-16.5","1350","8160","6600","657207"
"084850",,"19760","N/A","19130","-1.44","280","19840","19000","29932"
"204840",,"1135","N/A","1131","-1.39","16","1150","1129","88889"
"080010",,"5200","N/A","5240","1.55","80","5270","5170","14126"
"307280",,"1376","N/A","1389","0.07","1","1390","1376","41748"
"063570",,"5110","N/A","5150","0.78","40","5180","5100","88891"
"008730",,"23150","N/A","25400","11.4","2600","27250","23000","589789"
"347700",,"3170","N/A","3240","1.25","40","3470","3120","1014927"
"004370",,"384000","N/A","382000","0.0","0","387000","378500","18280"
"321550",,"6300","N/A","6450","1.57","100","6500","6250","51512"
"016380",,"6600","N/A","6710","1.67","110","6820","6600","257562"
"278280",,"63700","N/A","62000","-2.82","1800","64700","61200","36023"
"373110",,"8080","N/A","7430","-8.16","660","8150","7340","1100649"
"032820",,"2180","N/A","2160","-1.14","25","2205","2145","2909365"
"047080",,"1450","N/A","1450","1.4","20","1456","1410","143908"
"351320",,"1608","N/A","1602","-1.66","27","1655","1602","5082"
"378800",,"4390","N/A","4460","1.71","75","4600","4290","3289789"
"107590",,"79300","N/A","78600","-0.25","200","79300","77500","348"
"246690",,"1039","N/A","1044","0.29","3","1060","1039","63993"
"003070",,"9410","N/A","9250","-1.7","160","9450","9250","24275"
"308100",,"3290","N/A","3230","-1.82","60","3310","3225","10210"
"247540",,"186500","N/A","180900","-2.9","5400","190200","180600","503426"
"148930",,"5090","N/A","5010","-2.53","130","5180","5010","61484"
"187270",,"3480","N/A","3465","-0.86","30","3510","3455","24882"
"005257",,"24650","N/A","24650","0.0","0","24950","24650","100"
"026150",,"5740","N/A","5790","0.87","50","5960","5740","75581"
"005250",,"15790","N/A","15760","1.29","200","15830","15520","22598"
"067920",,"5050","N/A","5080","0.0","0","5090","4980","12059"
"003075",,"17000","N/A","17010","0.06","10","17190","16850","4539"
"370090",,"19600","N/A","17990","-8.77","1730","21500","17990","1327471"
"180640",,"84200","N/A","86100","4.24","3500","87500","82000","48179"
"014190",,"1598","N/A","1600","-0.81","13","1619","1595","106445"
"032830",,"97800","N/A","97500","0.41","400","98300","96700","139319"
"351330",,"8810","N/A","8640","-1.93","170","8890","8550","42828"
"440820",,"2075","N/A","2070","-0.72","15","2075","2060","23045"
"121890",,"1514","N/A","1544","0.98","15","1545","1510","15124"
"141080",,"121500","N/A","123400","0.08","100","124300","120100","1190340"
"031980",,"48650","N/A","48250","0.52","250","49950","47500","210180"
"293480",,"11200","N/A","11200","0.0","0","11260","11160","7798"
"052420",,"1865","N/A","1852","-1.44","27","1886","1820","2407358"
"082210",,"2315","N/A","2360","2.16","50","2670","2300","864313"
"293490",,"17670","N/A","16960","-3.09","540","17750","16940","240461"
"084870",,"1423","N/A","1445","1.62","23","1455","1423","7749"
"003060",,"912","N/A","909","0.44","4","947","909","2369884"
"134790",,"28750","N/A","28750","0.0","0","28850","28450","1364"
"006570",,"2860","N/A","2900","0.69","20","2905","2860","189"
"396690",,"2800","N/A","2790","-0.36","10","2820","2775","85697"
"096870",,"2455","N/A","2460","0.0","0","2460","2435","2106"
"155650",,"4265","N/A","4245","0.59","25","4265","4195","45856"
"074600",,"25000","N/A","24800","-0.2","50","25600","24800","117436"
"176590",,"6500","N/A","6170","-7.91","530","6900","5750","37625"
"263600",,"6180","N/A","6230","-0.16","10","6260","6100","25102"
"035080",,"12860","N/A","11460","-2.05","240","12880","11450","232242"
"032800",,"166","N/A","163","-1.21","2","180","163","6198214"
"448740",,"9980","N/A","9990","0.2","20","9990","9970","14289"
"291230",,"2375","N/A","2290","-3.78","90","2390","2265","442581"
"038110",,"3055","N/A","3070","0.33","10","3090","3035","83448"
"018500",,"1315","N/A","1314","-0.76","10","1324","1309","25776"
"039440",,"22050","N/A","21850","-0.23","50","22500","21700","103443"
"290380",,"2300","N/A","2300","0.0","0","2300","2300","0"
"017650",,"7000","N/A","7000","0.0","0","7000","6950","9629"
"460860",,"9730","N/A","9570","-1.64","160","9830","9470","216799"
"083550",,"3320","N/A","3345","0.75","25","3360","3290","43540"
"144510",,"32200","N/A","32800","2.82","900","33050","31950","49883"
"141000",,"6600","N/A","6590","-1.05","70","6730","6460","13436"
"272550",,"17000","N/A","17020","0.12","20","17100","16780","28732"
"067900",,"6650","N/A","6680","-0.3","20","6740","6650","10437"
"042600",,"14570","N/A","14070","-3.43","500","14610","13970","19106"
"124500",,"6500","N/A","6390","-1.69","110","6630","6320","127790"
"008700",,"1260","N/A","1244","-1.03","13","1261","1244","76147"
"003010",,"5080","N/A","5080","0.99","50","5130","5010","53969"
"003495",,"22900","N/A","22850","-0.22","50","23050","22800","1218"
"413640",,"7580","N/A","7770","2.51","190","7810","7550","10667"
"102710",,"20450","N/A","20600","0.0","0","21050","20450","32868"
"003490",,"21800","N/A","21700","-0.46","100","22050","21600","515270"
"040420",,"6490","N/A","6500","0.0","0","6510","6480","9173"
"155660",,"3900","N/A","3915","0.64","25","3920","3890","2188"
"005670",,"5360","N/A","5440","1.49","80","5450","5350","10604"
"074610",,"1692","N/A","1656","-3.1","53","1709","1620","322046"
"241820",,"1151","N/A","1139","-1.04","12","1162","1110","225697"
"175250",,"1991","N/A","1951","-0.41","8","1991","1940","69625"
"214680",,"3145","N/A","3090","-2.52","80","3175","3060","1076903"
"037270",,"2830","N/A","2750","-1.61","45","2830","2725","43718"
"014130",,"3615","N/A","3625","-0.41","15","3645","3615","5677"
"285800",,"2505","N/A","2550","0.79","20","2560","2505","11117"
"052400",,"14280","N/A","14450","0.21","30","14610","14230","27042"
"016790",,"994","N/A","994","0.0","0","994","994","0"
"448730",,"4780","N/A","4765","0.0","0","4785","4745","98558"
"122310",,"6120","N/A","6090","0.0","0","6120","6050","8211"
"388610",,"16990","N/A","16530","-3.28","560","17000","16500","157"
"396270",,"12100","N/A","11960","-0.25","30","12100","11670","325719"
"003000",,"5020","N/A","5030","0.0","0","5090","5020","52927"
"065710",,"21200","N/A","21150","0.0","0","21300","20800","23887"
"003480",,"3495","N/A","3485","0.43","15","3495","3440","7084"
"002150",,"6800","N/A","6740","-0.44","30","6810","6680","30972"
"472850",,"9040","N/A","9020","1.35","120","9460","8900","484295"
"131220",,"4960","N/A","4970","0.2","10","4980","4935","5664"
"093380",,"3105","N/A","3100","-0.16","5","3110","3080","3682"
"047040",,"3800","N/A","3790","0.8","30","3865","3770","703429"
"26490K",,"10290","N/A","10330","0.58","60","10330","10280","666"
"448760",,"2230","N/A","2215","0.45","10","2230","2180","151"
"014160",,"1080","N/A","1103","1.19","13","1143","1075","2665221"
"187220",,"3150","N/A","3210","2.07","65","3210","3105","31721"
"017670",,"55800","N/A","55700","0.72","400","56200","55200","283051"
"039420",,"2615","N/A","2610","-0.19","5","2620","2605","5769"
"900290",,"3270","N/A","3430","6.52","210","3450","3195","66589"
"246250",,"3155","N/A","3015","-4.44","140","3205","3005","398209"
"043910",,"671","N/A","672","-0.15","1","678","660","321941"
"378850",,"4250","N/A","4480","5.66","240","4490","4215","703256"
"282330",,"112100","N/A","112000","0.9","1000","113400","110600","18800"
"004365",,"7860","N/A","7880","0.25","20","7970","7810","597"
"004360",,"12720","N/A","12740","0.24","30","12890","12650","37805"
"005690",,"5170","N/A","5160","-0.77","40","5250","5150","261342"
"003030",,"172900","N/A","168800","-1.75","3000","174400","168800","3568"
"064850",,"14350","N/A","13730","-3.72","530","14900","13650","369331"
"092040",,"4410","N/A","4370","-0.68","30","4410","4340","146976"
"093370",,"6610","N/A","6430","-2.13","140","6800","6420","389172"
"217730",,"1912","N/A","1918","1.7","32","1952","1852","613415"
"216400",,"5790","N/A","5740","0.17","10","5790","5740","9"
"178780",,"8650","N/A","8650","0.0","0","8650","8650","0"
"030610",,"5870","N/A","5450","-0.18","10","5870","5440","241378"
"443060",,"107200","N/A","108300","1.31","1400","111800","107100","160870"
"047050",,"56500","N/A","55900","-0.89","500","57700","55700","356254"
"264900",,"8750","N/A","8680","-0.57","50","8750","8610","19241"
"460850",,"6740","N/A","6510","0.15","10","6890","6510","217683"
"108490",,"19230","N/A","18580","-1.8","340","19450","18530","53623"
"052860",,"1695","N/A","1705","0.29","5","1735","1683","17328"
"900280",,"97","N/A","97","0.0","0","97","97","0"
"310870",,"1132","N/A","1126","-1.14","13","1139","1113","16819"
"120115",,"21800","N/A","21700","0.23","50","21850","21600","612"
"143210",,"2110","N/A","2020","-3.12","65","2110","2020","13465"
"121440",,"4180","N/A","4215","1.08","45","4225","4160","81351"
"120110",,"34300","N/A","33950","-0.59","200","35000","33800","75324"
